
question,answer,topic
Thuật ngữ Naive Bayes là gì?,"Naive Bayes là thuật toán phân loại dựa trên định lý Bayes với giả định độc lập giữa các đặc trưng, thường dùng trong phân loại văn bản và xử lý ngôn ngữ tự nhiên.",NaiveBayes
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=5 và heuristic h(n)=32, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=5+32=37.,SearchInformed
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=43 và heuristic h(n)=35, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=43+35=78.,SearchInformed
"Trong A*, nếu một nút có chi phí đã đi g(n)=1 và heuristic h(n)=8, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=1+8=9.,SearchInformed
"Bạn có thể cho biết Hãy viết phủ định tương đương của công thức ∀m ∃n Likes(m,n).","Phủ định: ¬∀m∃nLikes(m,n) ≡ ∃m ∀n ¬Likes(m,n).",LogicFOL
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=3 và độ sâu cực đại m=5, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=3, m=5 thì b·m = 15 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn có thể cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=5 và lời giải nông nhất ở độ sâu d=5. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 5 + 5^2 + … + 5^5 = (b^(d+1)−1)/(b−1) = 3906.,Search
Bạn hãy giải thích Giả sử cây tìm kiếm đều có hệ số phân nhánh b=2 và lời giải nông nhất ở độ sâu d=9. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 2 + 2^2 + … + 2^9 = (b^(d+1)−1)/(b−1) = 1023.,Search
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=3 và độ sâu cực đại m=23, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=3, m=23 thì b·m = 69 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy giải thích Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=3 và độ sâu cực đại m=8, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=3, m=8 thì b·m = 24 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy nêu Hãy viết phủ định tương đương của công thức ∃x ∀y Teaches(x,y).","Phủ định: ¬∃x∀yTeaches(x,y) ≡ ∀x ∃y ¬Teaches(x,y).",LogicFOL
"Bạn hãy giải thích Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=4 và độ sâu cực đại m=29, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=4, m=29 thì b·m = 116 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=45 và heuristic h(n)=45, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=45+45=90.,SearchInformed
Giả sử cây tìm kiếm đều có hệ số phân nhánh b=2 và lời giải nông nhất ở độ sâu d=5. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 2 + 2^2 + … + 2^5 = (b^(d+1)−1)/(b−1) = 63.,Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=5 và heuristic h(n)=32, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=5+32=37.,SearchInformed
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=31 và heuristic h(n)=10, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=31+10=41.,SearchInformed
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=58 và heuristic h(n)=23, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=58+23=81.,SearchInformed
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=21 và heuristic h(n)=3, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 21 + 3 = 24.,SearchInformed
Bạn có thể cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=6 và lời giải nông nhất ở độ sâu d=4. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 6 + 6^2 + … + 6^4 = (b^(d+1)−1)/(b−1) = 1555.,Search
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=66 và heuristic h(n)=20, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=66+20=86.,SearchInformed
Bạn hãy định nghĩa Giải quyết xung đột (conflict resolution) trong hệ luật,"Là chiến lược chọn luật sẽ áp dụng khi có nhiều luật cùng thỏa điều kiện, ví dụ ưu tiên luật cụ thể nhất hoặc mới nhất.",Knowledge
"Trong A*, nếu một nút có chi phí đã đi g(n)=11 và heuristic h(n)=5, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=11+5=16.,SearchInformed
"Trong A*, nếu một nút có chi phí đã đi g(n)=66 và heuristic h(n)=20, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=66+20=86.,SearchInformed
Bạn hãy giải thích Giả sử cây tìm kiếm đều có hệ số phân nhánh b=6 và lời giải nông nhất ở độ sâu d=2. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 6 + 6^2 + … + 6^2 = (b^(d+1)−1)/(b−1) = 43.,Search
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=64 và heuristic h(n)=46, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=64+46=110.,SearchInformed
Bạn hãy nêu Luật De Morgan áp dụng cho phủ định hội/tuyển như thế nào?,¬(A∧B) tương đương ¬A∨¬B; ¬(A∨B) tương đương ¬A∧¬B.,Logic
"Bạn có thể cho biết Trong Iterative Deepening Search (IDS), với cây đều b=5 và độ sâu lời giải d=4, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=5, d=4 thì giá trị là 975.",Search
Vì sao AI cần tri thức và suy diễn?,Tri thức giúp mô tả thế giới và nhiệm vụ; suy diễn giúp rút ra kết luận/ra quyết định từ tri thức và quan sát.,IntroAI
Bạn có thể cho biết Hàm mất mát cross-entropy phù hợp với loại bài toán nào?,"Phù hợp phân loại xác suất (nhị phân hoặc đa lớp), đo độ lệch giữa phân phối dự đoán và nhãn thật.",MachineLearning
Bạn hãy định nghĩa Điều kiện để A* tối ưu,Nếu h là admissible (không bao giờ đánh giá vượt chi phí thật) và dùng graph search với h consistent thì A* tìm lời giải tối ưu.,SearchInformed
"Trong Iterative Deepening Search (IDS), với cây đều b=2 và độ sâu lời giải d=7, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=2, d=7 thì giá trị là 502.",Search
Hãy trình bày ReLU thường được ưu tiên vì lý do gì?,"ReLU đơn giản, giảm vấn đề vanishing gradient so với sigmoid/tanh và giúp huấn luyện nhanh hơn trong thực tế.",DeepLearning
"Trong A*, nếu một nút có chi phí đã đi g(n)=61 và heuristic h(n)=31, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=61+31=92.,SearchInformed
"Bạn hãy nêu Trong Iterative Deepening Search (IDS), với cây đều b=4 và độ sâu lời giải d=2, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=4, d=2 thì giá trị là 27.",Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=26 và heuristic h(n)=20, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=26+20=46.,SearchInformed
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=58 và heuristic h(n)=12, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=58+12=70.,SearchInformed
"Bạn hãy nêu Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=8 và độ sâu cực đại m=14, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=8, m=14 thì b·m = 112 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy giải thích Hãy viết phủ định tương đương của công thức ∀u ∃v S(u,v).","Phủ định: ¬∀u∃vS(u,v) ≡ ∃u ∀v ¬S(u,v).",LogicFOL
"Trong A*, nếu một nút có chi phí đã đi g(n)=24 và heuristic h(n)=37, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=24+37=61.,SearchInformed
Bạn hãy nêu Frontier (fringe) trong tìm kiếm cây biểu diễn gì?,Là tập các nút đã được sinh ra nhưng chưa được mở rộng; thường được tổ chức theo hàng đợi/ngăn xếp/priority queue tùy chiến lược.,Search
"Bạn hãy nêu Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=8 và độ sâu cực đại m=23, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=8, m=23 thì b·m = 184 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=0 và heuristic h(n)=50, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=0+50=50.,SearchInformed
"Bạn có thể cho biết Trong KNN, k ảnh hưởng thế nào đến bias và variance?","k nhỏ: variance cao, nhạy nhiễu; k lớn: bias cao, làm mượt biên quyết định nhưng có thể underfit.",KNN
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=10 và heuristic h(n)=12, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=10+12=22.,SearchInformed
"Bạn có thể cho biết Trong Iterative Deepening Search (IDS), với cây đều b=5 và độ sâu lời giải d=5, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=5, d=5 thì giá trị là 4881.",Search
"Hãy trình bày Hãy viết phủ định tương đương của công thức ∀i ∃j Likes(i,j).","Phủ định: ¬∀i∃jLikes(i,j) ≡ ∃i ∀j ¬Likes(i,j).",LogicFOL
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=8 và heuristic h(n)=45, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=8+45=53.,SearchInformed
"Bạn có thể cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=9 và độ sâu cực đại m=29, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=9, m=29 thì b·m = 261 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn hãy nêu Giả sử cây tìm kiếm đều có hệ số phân nhánh b=3 và lời giải nông nhất ở độ sâu d=8. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 3 + 3^2 + … + 3^8 = (b^(d+1)−1)/(b−1) = 9841.,Search
"Hãy trình bày Trong KNN, k ảnh hưởng thế nào đến bias và variance?","k nhỏ: variance cao, nhạy nhiễu; k lớn: bias cao, làm mượt biên quyết định nhưng có thể underfit.",KNN
"Hãy trình bày Trong Iterative Deepening Search (IDS), với cây đều b=6 và độ sâu lời giải d=6, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=6, d=6 thì giá trị là 67183.",Search
Thuật toán AC-3 được dùng để làm gì?,Duy trì/khôi phục arc consistency bằng cách duyệt hàng đợi các cung và loại bỏ giá trị không hỗ trợ.,CSP
"Trong A*, nếu một nút có chi phí đã đi g(n)=24 và heuristic h(n)=11, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=24+11=35.,SearchInformed
"Bạn có thể cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=2 và độ sâu cực đại m=23, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=2, m=23 thì b·m = 46 (đơn vị tỷ lệ, bỏ hằng số).",Search
Hãy trình bày Giả sử cây tìm kiếm đều có hệ số phân nhánh b=5 và lời giải nông nhất ở độ sâu d=8. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 5 + 5^2 + … + 5^8 = (b^(d+1)−1)/(b−1) = 488281.,Search
KNN là gì?,KNN (k-nearest neighbors) là thuật toán học máy phân loại hoặc hồi quy dựa trên việc tìm k láng giềng gần nhất theo một khoảng cách và đưa ra nhãn của điểm mới bằng đa số phiếu hoặc trung bình.,KNN
Bạn hãy nêu DFS có ưu điểm và nhược điểm chính gì?,"Ưu: bộ nhớ thấp, dễ cài đặt; Nhược: không hoàn chỉnh trên không gian vô hạn và không tối ưu.",Search
Hãy trình bày Giả sử cây tìm kiếm đều có hệ số phân nhánh b=4 và lời giải nông nhất ở độ sâu d=6. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 4 + 4^2 + … + 4^6 = (b^(d+1)−1)/(b−1) = 5461.,Search
"Bạn hãy giải thích Trong Iterative Deepening Search (IDS), với cây đều b=5 và độ sâu lời giải d=3, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=5, d=3 thì giá trị là 194.",Search
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=80 và heuristic h(n)=46, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=80+46=126.,SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=6 và heuristic h(n)=2, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 6 + 2 = 8.,SearchInformed
Bạn hãy nêu Bài toán thỏa mãn ràng buộc (CSP) được mô tả bởi ba thành phần nào?,"Gồm tập biến (variables), miền giá trị (domains) cho mỗi biến, và tập ràng buộc (constraints) giữa các biến.",CSP
"Bạn hãy nêu Hãy viết phủ định tương đương của công thức ∃a ∀b R(a,b).","Phủ định: ¬∃a∀bR(a,b) ≡ ∀a ∃b ¬R(a,b).",LogicFOL
Bạn hãy cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=3 và lời giải nông nhất ở độ sâu d=4. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 3 + 3^2 + … + 3^4 = (b^(d+1)−1)/(b−1) = 121.,Search
"Hãy viết phủ định tương đương của công thức ∃a ∀b Teaches(a,b).","Phủ định: ¬∃a∀bTeaches(a,b) ≡ ∀a ∃b ¬Teaches(a,b).",LogicFOL
Hãy trình bày Giả sử cây tìm kiếm đều có hệ số phân nhánh b=7 và lời giải nông nhất ở độ sâu d=4. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 7 + 7^2 + … + 7^4 = (b^(d+1)−1)/(b−1) = 2801.,Search
"Bạn hãy giải thích Hãy viết phủ định tương đương của công thức ∀a ∃b R(a,b).","Phủ định: ¬∀a∃bR(a,b) ≡ ∃a ∀b ¬R(a,b).",LogicFOL
"Bạn hãy nêu Hãy viết phủ định tương đương của công thức ∀m ∃n Likes(m,n).","Phủ định: ¬∀m∃nLikes(m,n) ≡ ∃m ∀n ¬Likes(m,n).",LogicFOL
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=3 và heuristic h(n)=17, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 3 + 17 = 20.,SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=47 và heuristic h(n)=14, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=47+14=61.,SearchInformed
"Bạn hãy giải thích Trong Iterative Deepening Search (IDS), với cây đều b=3 và độ sâu lời giải d=2, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=3, d=2 thì giá trị là 18.",Search
Bạn hãy cho biết DFS có ưu điểm và nhược điểm chính gì?,"Ưu: bộ nhớ thấp, dễ cài đặt; Nhược: không hoàn chỉnh trên không gian vô hạn và không tối ưu.",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=53 và heuristic h(n)=23, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=53+23=76.,SearchInformed
Bạn có thể cho biết Vì sao mạng nơ-ron cần hàm kích hoạt phi tuyến?,"Nếu chỉ có tuyến tính, nhiều lớp chồng lại vẫn tương đương một phép biến đổi tuyến tính, không học được quan hệ phi tuyến.",DeepLearning
"Bạn hãy nêu Trong Iterative Deepening Search (IDS), với cây đều b=6 và độ sâu lời giải d=6, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=6, d=6 thì giá trị là 67183.",Search
"Trong Iterative Deepening Search (IDS), với cây đều b=3 và độ sâu lời giải d=2, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=3, d=2 thì giá trị là 18.",Search
"Môi trường tĩnh, động và bán động khác gì?",Tĩnh: không đổi khi tác tử suy nghĩ; động: có thể đổi trong lúc tác tử cân nhắc; bán động: môi trường không đổi nhưng điểm hiệu quả thay đổi theo thời gian.,Agents
"Bạn hãy nêu Trong Iterative Deepening Search (IDS), với cây đều b=6 và độ sâu lời giải d=7, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=6, d=7 thì giá trị là 403106.",Search
"Bạn hãy nêu Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=9 và độ sâu cực đại m=5, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=9, m=5 thì b·m = 45 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=22 và heuristic h(n)=35, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=22+35=57.,SearchInformed
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=53 và heuristic h(n)=20, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=53+20=73.,SearchInformed
Bạn hãy giải thích Bài toán tìm kiếm có đối thủ (adversarial search) khác gì tìm kiếm thường?,Có hai (hoặc nhiều) tác tử với mục tiêu xung đột; kết quả phụ thuộc hành động đối thủ nên dùng mô hình trò chơi.,Adversarial
Bạn hãy định nghĩa AI winter,Là các giai đoạn suy giảm đầu tư và kỳ vọng vào AI do hạn chế công nghệ/tính toán và kết quả không như hứa hẹn.,IntroAI
Bạn hãy nêu Giả sử cây tìm kiếm đều có hệ số phân nhánh b=5 và lời giải nông nhất ở độ sâu d=3. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 5 + 5^2 + … + 5^3 = (b^(d+1)−1)/(b−1) = 156.,Search
Hãy trình bày DLS (Depth-Limited Search) giải quyết vấn đề gì của DFS?,DLS thêm giới hạn độ sâu để tránh đi vô hạn; đổi lại có thể bỏ lỡ lời giải nếu giới hạn nhỏ hơn độ sâu lời giải.,Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=18 và heuristic h(n)=23, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=18+23=41.,SearchInformed
Bạn hãy cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=6 và lời giải nông nhất ở độ sâu d=2. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 6 + 6^2 + … + 6^2 = (b^(d+1)−1)/(b−1) = 43.,Search
"Bạn hãy cho biết Hãy viết phủ định tương đương của công thức ∃i ∀j Teaches(i,j).","Phủ định: ¬∃i∀jTeaches(i,j) ≡ ∀i ∃j ¬Teaches(i,j).",LogicFOL
Hãy trình bày Giả sử cây tìm kiếm đều có hệ số phân nhánh b=5 và lời giải nông nhất ở độ sâu d=3. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 5 + 5^2 + … + 5^3 = (b^(d+1)−1)/(b−1) = 156.,Search
Bạn hãy giải thích Frontier (fringe) trong tìm kiếm cây biểu diễn gì?,Là tập các nút đã được sinh ra nhưng chưa được mở rộng; thường được tổ chức theo hàng đợi/ngăn xếp/priority queue tùy chiến lược.,Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=41 và heuristic h(n)=16, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=41+16=57.,SearchInformed
Bạn hãy cho biết Skolem hóa (Skolemization) dùng để làm gì?,Loại lượng từ tồn tại bằng cách thay bằng hằng/hàm Skolem để đưa công thức về dạng thuận lợi cho suy diễn.,LogicFOL
IDS (Iterative Deepening Search) kết hợp lợi ích gì của BFS và DFS?,IDS có bộ nhớ như DFS nhưng tính hoàn chỉnh như BFS và tối ưu theo độ sâu khi chi phí bước bằng nhau.,Search
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=3 và heuristic h(n)=17, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 3 + 17 = 20.,SearchInformed
Bạn có thể cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=7 và lời giải nông nhất ở độ sâu d=7. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 7 + 7^2 + … + 7^7 = (b^(d+1)−1)/(b−1) = 960800.,Search
Bạn có thể cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=2 và lời giải nông nhất ở độ sâu d=7. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 2 + 2^2 + … + 2^7 = (b^(d+1)−1)/(b−1) = 255.,Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=28 và heuristic h(n)=32, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=28+32=60.,SearchInformed
Hãy trình bày Ví dụ PEAS cho tác tử taxi tự động gồm những thành phần nào?,"P: an toàn/nhanh/đúng luật; E: đường phố, xe khác, người đi bộ; A: vô-lăng, ga, phanh; S: camera, GPS, cảm biến khoảng cách, tốc độ.",Agents
"Bạn hãy cho biết Hãy viết phủ định tương đương của công thức ∀u ∃v Knows(u,v).","Phủ định: ¬∀u∃vKnows(u,v) ≡ ∃u ∀v ¬Knows(u,v).",LogicFOL
"Trong A*, nếu một nút có chi phí đã đi g(n)=2 và heuristic h(n)=16, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=2+16=18.,SearchInformed
"Hãy viết phủ định tương đương của công thức ∀i ∃j Likes(i,j).","Phủ định: ¬∀i∃jLikes(i,j) ≡ ∃i ∀j ¬Likes(i,j).",LogicFOL
"Bạn hãy nêu Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=8 và độ sâu cực đại m=11, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=8, m=11 thì b·m = 88 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=21 và heuristic h(n)=35, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 21 + 35 = 56.,SearchInformed
"Bạn hãy nêu Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=2 và độ sâu cực đại m=14, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=2, m=14 thì b·m = 28 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=8 và heuristic h(n)=1, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 8 + 1 = 9.,SearchInformed
"Bạn hãy giải thích Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=9 và độ sâu cực đại m=11, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=9, m=11 thì b·m = 99 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=70 và heuristic h(n)=34, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=70+34=104.,SearchInformed
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=13 và heuristic h(n)=2, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=13+2=15.,SearchInformed
"Trong Iterative Deepening Search (IDS), với cây đều b=2 và độ sâu lời giải d=6, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=2, d=6 thì giá trị là 247.",Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=3 và heuristic h(n)=10, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=3+10=13.,SearchInformed
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=76 và heuristic h(n)=38, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=76+38=114.,SearchInformed
Bạn hãy cho biết Modus Ponens có dạng nào?,Nếu P→Q đúng và P đúng thì suy ra Q đúng.,Logic
"Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=7 và độ sâu cực đại m=23, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=7, m=23 thì b·m = 161 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=18 và heuristic h(n)=41, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=18+41=59.,SearchInformed
Bạn hãy nêu Giả sử cây tìm kiếm đều có hệ số phân nhánh b=3 và lời giải nông nhất ở độ sâu d=6. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 3 + 3^2 + … + 3^6 = (b^(d+1)−1)/(b−1) = 1093.,Search
